title,heading,content,tokens
Slovakia at the 2020 Summer Olympics,Sprint,"Slovak canoeists qualified two boats in each of the following distances for the Games through the 2019 ICF Canoe Sprint World Championships in Szeged, Hungary.
Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal)",65
Slovakia at the 2020 Summer Olympics,Golf,Slovakia entered one golfer for the first time into the Olympic tournament. South African-born Rory Sabbatini (world no. 167) qualified directly among the top 60 eligible players for the men's event based on the IGF World Rankings.,53
Slovakia at the 2020 Summer Olympics,Artistic,"Slovakia entered one artistic gymnast into the Olympic competition. Rio 2016 Olympian Barbora Mokošová booked a spot in the women's individual all-around and apparatus events, by finishing nineteenth out of the twenty gymnasts eligible for qualification at the 2019 World Championships in Stuttgart, Germany.
Women",69
Slovakia at the 2020 Summer Olympics,Shooting,"Slovak shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, European Championships or Games, and European Qualifying Tournament, as long as they obtained a minimum qualifying score (MQS) by May 31, 2020.
MenWomenMixed",71
Slovakia at the 2020 Summer Olympics,Swimming,"Slovakia received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",49
Slovakia at the 2020 Summer Olympics,Table tennis,"Slovakia entered three athletes into the table tennis competition at the Games. Rio 2016 Olympian Wang Yang scored a third-match final triumph to book one of the four available places in the men's singles at the 2021 ITTF World Qualification Tournament in Doha, Qatar.",59
Slovakia at the 2020 Summer Olympics,Tennis,"Slovakia entered three tennis players into the Olympic tournament. Norbert Gombos (world no. 89) qualified directly as one of the top 56 eligible players in the men's singles based on the ATP World Rankings of June 13, 2021, with Filip Polášek and Lukáš Klein joining him on the roster to compete in the men's doubles.",77
Slovakia at the 2020 Summer Olympics,Wrestling,"For the first time since 2008, Slovakia qualified one wrestler for the men's freestyle 86 kg into the Olympic competition, by progressing to the top two finals at the 2021 World Qualification Tournament in Sofia, Bulgaria.

Freestyle",51
Bahrain at the 2020 Summer Olympics,Summary,"Bahrain competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place in the summer of 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's tenth consecutive appearance at the Summer Olympics.",61
Bahrain at the 2020 Summer Olympics,Athletics,"Bahraini athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road events
Men
WomenField events",53
Bahrain at the 2020 Summer Olympics,Boxing,Bahrain entered one male boxer into the Olympic tournament. Belarusian-born Danis Latypov topped the list of eligible boxers from Asia and Oceania in the men's super heavyweight division to secure a place on the Bahraini team based on the IOC's Boxing Task Force Rankings.,62
Bahrain at the 2020 Summer Olympics,Men's tournament,"Bahrain men's handball team qualified for the Olympics by winning the gold medal at the 2019 Asian Qualification Tournament in Doha, Qatar, signifying the nation's debut in the sport.
Team rosterThe squad was announced on 11 July 2021. On 27 July, Komail Mahfoodh was replaced by Bilal Basham Askani.Head coach:   Aron Kristjánsson

Group play
Quarterfinal",92
Bahrain at the 2020 Summer Olympics,Shooting,"Bahrain entered one shooter at the games, after getting the allocation quotas.
Qualification Legend: Q = Qualify for the next round; q = Qualify for the bronze medal (shotgun)",44
Bahrain at the 2020 Summer Olympics,Swimming,"Bahrain received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",48
Shooting at the 2020 Summer Olympics – Men's skeet,Summary,"The Men's skeet event at the 2020 Summer Olympics took place on 25 and 26 July 2021 at the Asaka Shooting Range. After a disappointing showing in Rio, 2008 and 2012 champion Vincent Hancock of the United States rebounded to reclaim the gold medal, thus setting an Olympic record by becoming the first to win three gold medals in this event. Jesper Hansen, after getting to the finals through three shoot-off rounds, won silver, the first Olympic medal in his career. The bronze was awarded to Abdullah Al-Rashidi, who was also the 2016 bronze medalist in skeet. The defending champion Gabriele Rossetti entered the competition but did not qualify for the finals.",143
Shooting at the 2020 Summer Olympics – Men's skeet,Records,"Prior to this competition, the existing world and Olympic records were as follows.
During the competition, Eric Delaunay and Tammaro Cassandro set the Olympic record in the qualification (124), whereas Vincent Hancock set the Olympic record in the finals (59).",56
Ivory Coast at the 2020 Summer Olympics,Summary,"Ivory Coast, also known as Côte d'Ivoire and officially as the Republic of Côte d'Ivoire, competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's fourteenth appearance at the Summer Olympics.",91
Ivory Coast at the 2020 Summer Olympics,Athletics,"Ivorian athletes achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road events",46
